T,motor,stretch
426900,sition: 94 ,0.00
426950,sition: 95 ,0.00
427000,sition: 95 ,0.00
427050,sition: 95 ,0.00
427100,sition: 96 ,0.00
427150,sition: 96 ,0.00
427200,sition: 96 ,0.00
427250,sition: 97 ,0.00
427300,sition: 97 ,0.00
427350,sition: 98 ,0.00
427400,sition: 98 ,0.00
427450,sition: 98 ,0.00
427500,sition: 99 ,0.00
427550,sition: 99 ,0.00
427600,sition: 99 ,0.00
427650,sition: 100 ,0.00
427700,sition: 100 ,0.00
427750,sition: 101 ,0.00
427800,sition: 101 ,0.00
427850,sition: 101 ,0.00
427900,sition: 102 ,0.00
427950,sition: 102 ,0.00
428000,sition: 102 ,0.00
428050,sition: 103 ,0.00
428100,sition: 103 ,0.00
428151,sition: 104 ,0.00
428201,sition: 104 ,0.00
428251,sition: 104 ,0.00
428301,sition: 105 ,0.00
428351,sition: 105 ,0.00
428401,sition: 105 ,0.00
428451,sition: 106 ,0.00
428501,sition: 106 ,0.00
428551,sition: 107 ,0.00
428601,sition: 107 ,0.00
428651,sition: 107 ,0.00
428701,sition: 108 ,0.00
428751,sition: 108 ,0.00
428801,sition: 108 ,0.00
428851,sition: 109 ,0.00
428901,sition: 109 ,0.00
428951,sition: 110 ,0.00
429001,sition: 110 ,0.00
429051,sition: 110 ,0.00
429101,sition: 111 ,0.00
429151,sition: 111 ,0.00
429201,sition: 111 ,0.00
429251,sition: 112 ,0.00
429301,sition: 112 ,0.00
429351,sition: 113 ,0.00
429401,sition: 113 ,0.00
429451,sition: 113 ,0.00
429501,sition: 114 ,0.00
429551,sition: 114 ,0.00
429601,sition: 114 ,0.00
429651,sition: 115 ,0.00
429701,sition: 115 ,0.00
429751,sition: 116 ,0.00
429801,sition: 116 ,0.00
429851,sition: 116 ,0.00
429901,sition: 117 ,0.00
429951,sition: 117 ,0.00
430001,sition: 117 ,0.00
430052,sition: 118 ,0.00
430102,sition: 118 ,0.00
430152,sition: 119 ,0.00
430202,sition: 119 ,0.00
430252,sition: 119 ,0.00
430302,sition: 120 ,0.00
430352,sition: 120 ,0.00
430402,sition: 120 ,0.00
430452,sition: 121 ,0.00
430502,sition: 121 ,0.00
430552,sition: 122 ,0.00
430602,sition: 122 ,0.00
430652,sition: 122 ,0.00
430702,sition: 123 ,0.00
430752,sition: 123 ,0.00
430802,sition: 123 ,0.00
430852,sition: 124 ,0.00
430902,sition: 124 ,0.00
430952,sition: 125 ,0.00
431002,sition: 125 ,0.00
431052,sition: 125 ,0.00
431102,sition: 126 ,0.00
431152,sition: 126 ,0.00
431202,sition: 126 ,0.00
431252,sition: 127 ,0.00
431302,sition: 127 ,0.00
431352,sition: 128 ,0.00
431402,sition: 128 ,0.00
431452,sition: 128 ,0.00
431502,sition: 129 ,0.00
431552,sition: 129 ,0.00
431602,sition: 129 ,0.00
431652,sition: 130 ,0.00
431702,sition: 130 ,0.00
431752,sition: 131 ,0.00
431802,sition: 131 ,0.00
431852,sition: 131 ,0.00
431903,sition: 132 ,0.00
431953,sition: 132 ,0.00
432003,sition: 132 ,0.00
432053,sition: 133 ,0.00
432103,sition: 133 ,0.00
432153,sition: 134 ,0.00
432203,sition: 134 ,0.00
432253,sition: 134 ,0.00
432303,sition: 135 ,0.00
432353,sition: 135 ,0.00
432403,sition: 135 ,0.00
432453,sition: 136 ,0.00
432503,sition: 136 ,0.00
432553,sition: 137 ,0.00
432603,sition: 137 ,0.00
432653,sition: 137 ,0.00
432703,sition: 138 ,0.00
432753,sition: 138 ,0.00
432803,sition: 138 ,0.00
432853,sition: 139 ,0.00
432903,sition: 139 ,0.00
432953,sition: 140 ,0.00
433003,sition: 140 ,0.00
433053,sition: 140 ,0.00
433103,sition: 141 ,0.00
433153,sition: 141 ,0.00
433203,sition: 141 ,0.00
433253,sition: 142 ,0.00
433303,sition: 142 ,0.00
433353,sition: 143 ,0.00
433403,sition: 143 ,0.00
433453,sition: 143 ,0.00
433503,sition: 144 ,0.00
433553,sition: 144 ,0.00
433603,sition: 144 ,0.00
433653,sition: 145 ,0.00
433703,sition: 145 ,0.00
433754,sition: 146 ,0.00
433804,sition: 146 ,0.00
433854,sition: 146 ,0.00
433904,sition: 147 ,0.00
433954,sition: 147 ,0.00
434004,sition: 148 ,0.00
434054,sition: 148 ,0.00
434104,sition: 148 ,0.00
434154,sition: 149 ,0.00
434204,sition: 149 ,0.00
434254,sition: 149 ,0.00
